vehicle_id,model_year,total_distance_km,fuel_type,fuel_efficiency_l100km,mileage_empty_kmpl,mileage_loaded_kmpl,pickup_time_0to60s,max_load_kg,typical_load_kg,cooling_efficiency_percent,refrigerant_type,cooling_power_kw,target_temp_c,years_in_service,annual_distance_km,maintenance_hours,service_area
VH04167,2023,162410,Diesel,26.6,5.4,3.8,20.7,8000,5397,84.2,R-404A,23.5,4,1,108273,2030,HITEC_City_Main_Road
VH04168,2023,76013,Hybrid,24.6,5.8,4.1,17.5,8000,5398,84.0,R-452A,16.5,-20,1,50675,950,Medchal
VH04169,2021,314881,Hybrid,26.5,5.4,3.8,16.7,20000,16265,92.3,R-404A,23.4,-18,3,89966,3936,L B Nagar
VH04170,2022,235266,Diesel,29.6,4.8,3.4,24.8,8000,5971,93.2,R-452A,11.4,-20,2,94106,2940,Uppal
VH04171,2020,505745,Diesel,35.2,4.1,2.8,17.6,20000,13295,91.1,R-404A,16.5,-18,4,112387,6321,Uppal
VH04172,2021,229567,Hybrid,27.3,5.2,3.7,17.3,12000,9007,92.4,R-404A,20.5,-18,3,65590,2869,Uppal
VH04173,2017,512323,Diesel,36.0,4.0,2.8,24.2,8000,6529,74.5,R-452A,13.4,-18,7,68309,6404,L B Nagar
VH04174,2022,207847,Hybrid,27.6,5.2,3.6,12.9,20000,12769,90.0,R-404A,23.2,-18,2,83139,2598,PVNR_Expressway
VH04175,2024,41819,Electric,0.0,7.2,5.1,13.8,12000,8068,88.2,R-404A,13.2,-18,0,83638,522,Mehdipatnam
VH04176,2021,244433,Hybrid,25.9,5.5,3.9,12.3,5000,3643,93.9,R-452A,16.8,-18,3,69838,3055,Medchal
VH04177,2016,615808,Diesel,32.8,4.4,3.1,21.7,20000,17180,80.4,R-404A,15.0,-20,8,72448,7697,Medchal
VH04178,2022,163276,Diesel,32.7,4.4,3.1,21.3,5000,3193,95.4,R-404A,17.4,-20,2,65310,2040,L B Nagar
VH04179,2023,169043,Diesel,31.4,4.6,3.2,15.5,12000,10358,83.6,R-404A,18.7,4,1,112695,2113,Gachibowli
VH04180,2021,306609,Diesel,40.8,3.5,2.4,17.3,20000,14773,89.6,R-452A,12.7,-20,3,87602,3832,Medchal
VH04181,2022,210621,Diesel,38.3,3.7,2.6,17.3,12000,8687,87.7,R-404A,24.1,-20,2,84248,2632,Medchal
VH04182,2021,290946,Diesel,31.8,4.5,3.1,16.4,20000,16947,88.6,R-404A,13.4,-20,3,83127,3636,Uppal
VH04183,2016,485989,Diesel,45.8,3.1,2.2,22.8,12000,7920,81.5,R-452A,17.4,4,8,57175,6074,Medchal
VH04184,2018,349215,Hybrid,25.4,5.6,3.9,14.5,8000,6980,76.6,R-404A,24.0,-20,6,53725,4365,HITEC_City_Main_Road
VH04185,2024,39590,Diesel,38.5,3.7,2.6,24.8,8000,4922,86.8,R-404A,19.6,-18,0,79181,494,HITEC_City_Main_Road
VH04186,2024,36486,Hybrid,28.5,5.0,3.5,12.2,12000,8495,98.6,R-452A,17.5,-18,0,72972,456,HITEC_City_Main_Road
VH04187,2022,165599,Diesel,30.2,4.7,3.3,22.9,5000,4051,90.5,R-404A,21.4,-18,2,66239,2069,Gachibowli
VH04188,2017,696507,Diesel,41.5,3.4,2.4,20.8,5000,3813,80.5,R-452A,20.6,-20,7,92867,8706,Uppal
VH04189,2023,142108,Diesel,26.8,5.3,3.7,15.8,20000,17465,97.1,R-452A,23.1,-20,1,94738,1776,Kompally
VH04190,2018,689852,Diesel,30.1,4.7,3.3,22.5,5000,4376,80.2,R-404A,22.4,-20,6,106131,8623,Uppal
VH04191,2018,425806,Diesel,33.3,4.3,3.0,24.7,5000,4184,76.0,R-404A,13.6,2,6,65508,5322,L B Nagar
VH04192,2023,83332,Diesel,30.3,4.7,3.3,17.8,5000,4209,90.2,R-452A,23.7,2,1,55554,1041,Kompally
VH04193,2023,178507,Hybrid,23.5,6.1,4.3,13.7,8000,5657,89.8,R-404A,11.2,4,1,119004,2231,Kompally
VH04194,2020,399030,Diesel,41.7,3.4,2.4,15.8,12000,7673,90.4,R-452A,16.6,2,4,88673,4987,Mehdipatnam
VH04195,2022,277456,Hybrid,24.7,5.8,4.1,12.1,5000,4142,91.5,R-404A,24.3,-20,2,110982,3468,Uppal
VH04196,2022,215270,Diesel,28.5,5.0,3.5,16.4,8000,5294,89.9,R-452A,22.2,-20,2,86108,2690,Mehdipatnam
VH04197,2022,203917,Diesel,27.4,5.2,3.6,23.8,8000,5844,83.7,R-452A,14.2,-18,2,81567,2548,Medchal
VH04198,2020,318665,Diesel,39.5,3.6,2.5,16.0,12000,10769,79.8,R-404A,14.8,-20,4,70814,3983,Kompally
VH04199,2021,347171,Hybrid,29.3,4.9,3.4,16.2,12000,7529,83.1,R-452A,13.1,-18,3,99191,4339,L B Nagar
VH04200,2021,417383,Diesel,29.7,4.8,3.4,15.5,8000,6221,91.8,R-404A,10.5,2,3,119252,5217,Gachibowli
VH04201,2024,26021,Diesel,31.0,4.6,3.2,24.3,8000,6208,88.1,R-452A,20.9,2,0,52042,325,L B Nagar
VH04202,2024,44089,Electric,0.0,7.6,5.4,11.9,8000,5907,89.9,R-404A,13.4,-18,0,88178,551,HITEC_City_Main_Road
VH04203,2017,708383,Diesel,37.7,3.8,2.7,15.2,8000,6180,75.4,R-404A,23.4,-20,7,94451,8854,Uppal
VH04204,2018,699673,Diesel,30.9,4.6,3.2,17.2,12000,9647,89.8,R-404A,23.1,-18,6,107642,8745,Medchal
VH04205,2022,183978,Hybrid,26.2,5.5,3.8,17.6,5000,3526,93.3,R-404A,11.9,-20,2,73591,2299,Kompally
VH04206,2022,223138,Diesel,31.0,4.6,3.2,24.4,5000,3000,91.5,R-452A,14.4,2,2,89255,2789,Gachibowli
VH04207,2023,153982,Diesel,30.8,4.6,3.2,19.1,20000,14498,84.6,R-452A,12.2,-20,1,102654,1924,Kompally
VH04208,2019,443034,Hybrid,24.0,6.0,4.2,12.7,5000,3073,79.3,R-452A,14.2,2,5,80551,5537,Kompally
VH04209,2022,239367,Hybrid,26.4,5.4,3.8,19.0,12000,9513,93.0,R-404A,24.2,2,2,95747,2992,L B Nagar
VH04210,2023,173970,Diesel,41.4,3.5,2.4,15.9,5000,4104,90.5,R-404A,12.9,2,1,115980,2174,HITEC_City_Main_Road
VH04211,2017,392686,Diesel,35.9,4.0,2.8,18.4,5000,3459,80.4,R-404A,18.5,-18,7,52358,4908,PVNR_Expressway
VH04212,2022,180716,Hybrid,23.0,6.2,4.3,19.8,12000,10166,86.6,R-452A,13.9,4,2,72286,2258,L B Nagar
VH04213,2023,145451,Diesel,26.9,5.3,3.7,18.8,20000,13354,96.8,R-452A,21.8,-20,1,96967,1818,Gachibowli
VH04214,2019,341433,Diesel,42.0,3.4,2.4,23.7,12000,9038,85.6,R-452A,22.8,-18,5,62078,4267,L B Nagar
VH04215,2017,416103,Diesel,38.0,3.8,2.6,19.8,8000,7038,86.6,R-404A,21.6,-20,7,55480,5201,Medchal
VH04216,2016,937648,Diesel,31.8,4.5,3.1,18.1,8000,5399,77.4,R-452A,19.7,2,8,110311,11720,HITEC_City_Main_Road
VH04217,2019,443973,Diesel,34.5,4.1,2.9,23.6,8000,5447,87.0,R-404A,15.0,-20,5,80722,5549,Medchal
VH04218,2021,373046,Diesel,37.9,3.8,2.6,23.3,12000,8371,87.6,R-452A,15.5,-20,3,106584,4663,Gachibowli
VH04219,2019,478675,Hybrid,30.8,4.6,3.2,16.6,12000,8620,82.6,R-452A,24.1,-20,5,87031,5983,HITEC_City_Main_Road
VH04220,2023,142029,Diesel,29.3,4.9,3.4,17.4,12000,9033,94.8,R-452A,13.0,2,1,94686,1775,Uppal
VH04221,2021,235073,Diesel,36.1,4.0,2.8,23.5,8000,6098,91.4,R-452A,15.0,-18,3,67163,2938,Gachibowli
VH04222,2024,58806,Diesel,33.0,4.3,3.0,19.8,20000,13696,86.2,R-404A,14.1,-18,0,117612,735,Kompally
VH04223,2017,618610,Hybrid,30.0,4.8,3.3,16.9,5000,3235,80.2,R-404A,14.6,4,7,82481,7732,Medchal
VH04224,2023,126953,Diesel,38.6,3.7,2.6,16.1,20000,16021,96.1,R-452A,23.5,-20,1,84635,1586,Medchal
VH04225,2024,35239,Electric,0.0,7.8,5.4,10.8,20000,15101,86.2,R-452A,18.8,-18,0,70479,440,HITEC_City_Main_Road
VH04226,2023,171202,Hybrid,28.4,5.0,3.5,12.5,20000,13300,92.0,R-452A,18.8,4,1,114135,2140,Medchal
VH04227,2020,421588,Diesel,31.3,4.6,3.2,23.7,12000,7486,89.9,R-404A,15.4,-20,4,93686,5269,PVNR_Expressway
VH04228,2021,235255,Diesel,28.4,5.0,3.5,24.4,12000,7503,93.9,R-452A,17.7,-20,3,67215,2940,PVNR_Expressway
VH04229,2023,85983,Diesel,30.1,4.7,3.3,21.6,20000,15799,88.7,R-404A,16.7,-20,1,57322,1074,L B Nagar
VH04230,2021,255275,Electric,0.0,5.9,4.1,13.9,5000,4017,85.4,R-452A,18.9,4,3,72935,3190,Kompally
VH04231,2018,597129,Diesel,40.4,3.5,2.5,19.3,20000,12708,79.1,R-404A,11.3,4,6,91866,7464,Gachibowli
VH04232,2020,532549,Diesel,40.9,3.5,2.4,22.7,20000,17634,80.5,R-404A,23.8,-20,4,118344,6656,HITEC_City_Main_Road
VH04233,2016,784659,Diesel,40.6,3.5,2.5,16.7,5000,4439,75.4,R-452A,18.4,-20,8,92312,9808,HITEC_City_Main_Road
VH04234,2015,1095129,Diesel,39.3,3.6,2.5,16.8,5000,3920,82.8,R-452A,17.9,-20,9,115276,13689,L B Nagar
VH04235,2022,174486,Diesel,41.5,3.4,2.4,22.0,12000,9045,92.0,R-404A,14.0,2,2,69794,2181,Uppal
VH04236,2015,683131,Diesel,46.7,3.1,2.1,20.2,8000,5313,80.3,R-452A,10.5,2,9,71908,8539,Mehdipatnam
VH04237,2019,550804,Hybrid,25.3,5.6,4.0,12.6,12000,10312,89.9,R-404A,18.9,4,5,100146,6885,HITEC_City_Main_Road
VH04238,2020,281421,Diesel,44.3,3.2,2.3,19.6,20000,16962,91.6,R-452A,10.9,4,4,62538,3517,Medchal
VH04239,2023,139055,Diesel,27.2,5.2,3.7,17.7,12000,8943,88.9,R-404A,14.0,2,1,92703,1738,Kompally
VH04240,2017,698653,Hybrid,26.4,5.4,3.8,15.5,8000,7091,80.6,R-404A,19.5,2,7,93153,8733,Kompally
VH04241,2021,303082,Diesel,29.3,4.9,3.4,18.4,5000,4342,83.2,R-404A,11.5,-20,3,86595,3788,Kompally
VH04242,2021,273374,Diesel,41.4,3.5,2.4,22.4,20000,16097,90.4,R-404A,16.1,-18,3,78106,3417,Medchal
VH04243,2024,33880,Diesel,29.5,4.8,3.4,15.3,12000,8828,85.1,R-452A,11.4,4,0,67761,423,Medchal
VH04244,2023,134814,Diesel,29.4,4.9,3.4,20.4,5000,3451,84.4,R-404A,13.5,-20,1,89876,1685,Gachibowli
VH04245,2021,316158,Diesel,38.8,3.7,2.6,21.6,20000,13937,94.0,R-452A,24.4,2,3,90331,3951,Gachibowli
VH04246,2023,154182,Hybrid,22.7,6.3,4.4,15.8,8000,6412,85.0,R-452A,21.4,4,1,102788,1927,Uppal
VH04247,2021,208047,Hybrid,27.6,5.2,3.6,18.6,5000,4113,85.7,R-452A,16.1,4,3,59442,2600,Uppal
VH04248,2024,39604,Diesel,31.0,4.6,3.2,19.7,12000,10161,96.9,R-404A,24.2,2,0,79209,495,Medchal
VH04249,2016,529267,Diesel,38.7,3.7,2.6,22.1,20000,14353,85.3,R-404A,16.4,4,8,62266,6615,Mehdipatnam
VH04250,2018,511403,Diesel,38.9,3.7,2.6,16.5,12000,8332,78.3,R-452A,13.1,-18,6,78677,6392,Medchal
VH04251,2022,286612,Diesel,35.1,4.1,2.8,18.4,12000,10771,85.7,R-404A,17.0,-18,2,114644,3582,Medchal
VH04252,2015,572812,Diesel,35.2,4.1,2.8,19.3,5000,3665,74.8,R-404A,13.0,-18,9,60296,7160,PVNR_Expressway
VH04253,2024,56419,Hybrid,25.2,5.7,4.0,14.1,20000,17424,87.5,R-452A,23.3,2,0,112838,705,Mehdipatnam
VH04254,2021,257031,Diesel,39.4,3.6,2.5,22.9,20000,17681,90.4,R-452A,20.5,-20,3,73437,3212,Medchal
VH04255,2024,35882,Hybrid,21.6,6.6,4.6,13.7,12000,7852,98.2,R-452A,20.0,-20,0,71764,448,PVNR_Expressway
VH04256,2018,657144,Hybrid,27.8,5.1,3.6,18.2,8000,6543,82.0,R-452A,10.9,2,6,101099,8214,Kompally
VH04257,2023,90501,Diesel,33.1,4.3,3.0,20.6,12000,8650,87.0,R-452A,19.8,-18,1,60334,1131,Uppal
VH04258,2022,190660,Diesel,37.0,3.9,2.7,17.1,5000,3740,91.6,R-404A,13.0,4,2,76264,2383,Kompally
VH04259,2022,136592,Diesel,28.8,5.0,3.5,24.7,8000,5757,92.1,R-452A,10.9,4,2,54637,1707,L B Nagar
VH04260,2015,650082,Diesel,45.6,3.1,2.2,22.4,20000,12505,73.9,R-404A,11.5,4,9,68429,8126,L B Nagar
VH04261,2020,297796,Diesel,30.4,4.7,3.3,22.2,12000,8570,81.9,R-452A,18.6,-20,4,66177,3722,Uppal
VH04262,2019,649094,Diesel,38.7,3.7,2.6,22.9,5000,4292,84.0,R-404A,16.1,-18,5,118017,8113,HITEC_City_Main_Road
VH04263,2020,269821,Electric,0.0,6.5,4.6,14.3,8000,5857,81.1,R-404A,15.6,-18,4,59960,3372,PVNR_Expressway
VH04264,2015,637625,Diesel,34.6,4.1,2.9,23.9,20000,13232,77.3,R-452A,15.2,4,9,67118,7970,L B Nagar
VH04265,2021,311993,Diesel,35.0,4.1,2.9,17.3,5000,4259,89.7,R-452A,18.0,-18,3,89140,3899,Kompally
VH04266,2023,96515,Diesel,32.6,4.4,3.1,16.8,12000,10157,86.3,R-404A,24.6,-20,1,64343,1206,Medchal
VH04267,2018,618934,Diesel,41.7,3.4,2.4,18.2,20000,13958,77.8,R-404A,23.9,-18,6,95220,7736,L B Nagar
VH04268,2024,39859,Electric,0.0,7.0,4.9,15.1,20000,12909,89.1,R-452A,19.6,-20,0,79719,498,HITEC_City_Main_Road
VH04269,2024,25017,Diesel,28.4,5.0,3.5,21.0,8000,6770,98.4,R-404A,23.5,2,0,50034,312,PVNR_Expressway
VH04270,2024,55348,Diesel,33.9,4.2,2.9,23.2,8000,6965,94.5,R-452A,10.4,4,0,110696,691,Uppal
VH04271,2021,200147,Diesel,42.8,3.3,2.3,24.4,8000,5848,93.6,R-452A,15.3,-18,3,57184,2501,L B Nagar
VH04272,2015,754247,Diesel,32.9,4.3,3.0,21.5,5000,4023,84.9,R-404A,22.9,-20,9,79394,9428,Medchal
VH04273,2023,133076,Diesel,35.4,4.0,2.8,22.1,5000,4376,92.0,R-452A,21.3,2,1,88717,1663,Medchal
VH04274,2016,937095,Diesel,37.4,3.8,2.7,15.8,20000,14712,81.3,R-452A,24.0,4,8,110246,11713,PVNR_Expressway
VH04275,2024,40236,Electric,0.0,8.0,5.6,10.5,5000,4260,92.6,R-452A,13.2,4,0,80472,502,HITEC_City_Main_Road
VH04276,2021,237385,Diesel,29.0,4.9,3.4,17.6,12000,8472,93.9,R-404A,17.4,-20,3,67824,2967,Medchal
VH04277,2022,151060,Diesel,34.0,4.2,2.9,18.7,12000,7882,91.4,R-452A,10.3,-18,2,60424,1888,L B Nagar
VH04278,2022,145198,Electric,0.0,6.7,4.7,15.4,20000,14012,84.2,R-452A,23.6,-20,2,58079,1814,HITEC_City_Main_Road
VH04279,2021,254388,Diesel,27.7,5.2,3.6,20.9,12000,8515,91.2,R-452A,19.2,4,3,72682,3179,Gachibowli
VH04280,2020,453388,Diesel,38.7,3.7,2.6,23.3,8000,5856,79.0,R-452A,18.6,-18,4,100752,5667,Gachibowli
VH04281,2020,498901,Diesel,41.8,3.4,2.4,22.6,8000,6770,92.3,R-404A,12.8,2,4,110866,6236,Kompally
VH04282,2020,445628,Hybrid,26.0,5.5,3.9,15.3,20000,15933,87.6,R-452A,19.9,2,4,99028,5570,L B Nagar
VH04283,2020,427755,Diesel,36.6,3.9,2.7,21.1,8000,6455,88.7,R-452A,14.8,4,4,95056,5346,Medchal
VH04284,2018,404111,Diesel,34.0,4.2,2.9,17.9,12000,10372,84.8,R-452A,18.2,-20,6,62171,5051,Mehdipatnam
VH04285,2023,144132,Diesel,34.0,4.2,2.9,24.4,20000,13278,91.9,R-404A,17.6,-20,1,96088,1801,L B Nagar
VH04286,2021,316272,Diesel,42.2,3.4,2.4,24.4,5000,4344,91.5,R-404A,15.9,4,3,90363,3953,Kompally
VH04287,2018,502367,Diesel,40.5,3.5,2.5,18.7,8000,6515,86.2,R-404A,22.8,-20,6,77287,6279,Gachibowli
VH04288,2022,253264,Hybrid,25.3,5.6,4.0,15.2,8000,5721,92.9,R-452A,21.2,-20,2,101305,3165,PVNR_Expressway
VH04289,2020,467501,Diesel,29.2,4.9,3.4,21.9,20000,13202,91.8,R-404A,11.1,2,4,103889,5843,HITEC_City_Main_Road
VH04290,2024,30438,Diesel,31.0,4.6,3.2,21.3,8000,6239,95.1,R-404A,21.0,2,0,60877,380,HITEC_City_Main_Road
VH04291,2024,54810,Diesel,40.1,3.6,2.5,24.3,20000,15071,97.9,R-404A,10.6,4,0,109620,685,Kompally
VH04292,2024,57646,Diesel,26.1,5.5,3.8,19.6,5000,4376,98.9,R-404A,14.9,4,0,115292,720,L B Nagar
VH04293,2020,312920,Diesel,28.2,5.1,3.5,23.1,20000,17898,86.1,R-452A,19.7,4,4,69537,3911,PVNR_Expressway
VH04294,2021,335540,Diesel,38.8,3.7,2.6,19.2,5000,3366,91.3,R-404A,10.5,-18,3,95868,4194,Uppal
VH04295,2021,211205,Diesel,39.8,3.6,2.5,22.0,8000,7033,85.1,R-452A,16.8,-20,3,60344,2640,PVNR_Expressway
VH04296,2016,637990,Diesel,32.1,4.4,3.1,18.6,8000,5233,75.0,R-404A,24.6,-20,8,75057,7974,Medchal
VH04297,2016,904740,Electric,0.0,6.1,4.3,11.1,20000,17001,74.5,R-452A,18.9,-20,8,106440,11309,L B Nagar
VH04298,2023,108695,Diesel,33.5,4.3,3.0,15.8,20000,15799,86.9,R-404A,12.1,2,1,72463,1358,L B Nagar
VH04299,2023,178252,Diesel,36.6,3.9,2.7,22.6,8000,7146,86.7,R-404A,24.1,-20,1,118835,2228,Kompally
VH04300,2024,26182,Diesel,29.6,4.8,3.4,20.8,20000,17815,96.6,R-452A,17.0,2,0,52364,327,Gachibowli
VH04301,2022,281081,Diesel,27.8,5.1,3.6,16.4,5000,4438,90.8,R-452A,22.4,4,2,112432,3513,Medchal
VH04302,2024,48150,Electric,0.0,7.4,5.2,10.6,12000,7486,94.4,R-452A,11.0,-20,0,96301,601,Uppal
VH04303,2020,324691,Diesel,35.0,4.1,2.9,23.3,5000,4050,91.0,R-452A,15.1,2,4,72153,4058,Mehdipatnam
VH04304,2024,38145,Hybrid,26.4,5.4,3.8,17.6,12000,7640,91.2,R-452A,13.2,-20,0,76290,476,HITEC_City_Main_Road
VH04305,2020,397217,Diesel,33.4,4.3,3.0,20.2,8000,6437,81.2,R-452A,11.1,4,4,88270,4965,PVNR_Expressway
VH04306,2019,535773,Diesel,36.2,3.9,2.8,23.8,20000,17405,90.6,R-404A,21.2,4,5,97413,6697,Gachibowli
VH04307,2021,311626,Diesel,32.7,4.4,3.1,16.1,8000,5327,93.0,R-404A,11.4,-20,3,89036,3895,Uppal
VH04308,2020,396464,Diesel,32.8,4.3,3.0,24.2,8000,4878,88.7,R-404A,23.2,-18,4,88103,4955,Medchal
VH04309,2022,212805,Diesel,34.5,4.1,2.9,20.9,8000,5554,89.3,R-452A,16.0,-18,2,85122,2660,Uppal
VH04310,2017,668491,Hybrid,31.9,4.5,3.1,15.6,5000,4459,83.7,R-404A,22.5,2,7,89132,8356,HITEC_City_Main_Road
VH04311,2016,931584,Diesel,46.5,3.1,2.1,21.0,5000,4029,77.3,R-404A,14.2,2,8,109598,11644,HITEC_City_Main_Road
VH04312,2015,478137,Diesel,40.8,3.5,2.5,22.6,8000,5315,73.1,R-452A,16.9,-18,9,50330,5976,Uppal
VH04313,2024,25733,Electric,0.0,6.3,4.4,14.2,5000,4193,94.1,R-452A,16.1,-20,0,51466,321,Medchal
VH04314,2024,48249,Diesel,37.6,3.8,2.7,17.8,12000,7378,97.3,R-452A,16.2,-20,0,96499,603,Uppal
VH04315,2018,642465,Diesel,35.0,4.1,2.9,15.1,5000,3315,85.5,R-404A,12.1,-18,6,98840,8030,Mehdipatnam
VH04316,2023,158736,Diesel,29.5,4.8,3.4,17.9,12000,7669,86.5,R-404A,13.6,2,1,105824,1984,HITEC_City_Main_Road
VH04317,2015,906487,Hybrid,30.5,4.7,3.3,19.5,20000,14352,82.3,R-452A,19.4,-20,9,95419,11331,Uppal
VH04318,2024,43156,Electric,0.0,6.9,4.8,15.4,8000,6775,94.9,R-452A,19.5,4,0,86313,539,Kompally
VH04319,2023,135546,Diesel,33.3,4.3,3.0,17.8,8000,5677,94.9,R-404A,11.3,-20,1,90364,1694,Medchal
VH04320,2015,730494,Diesel,47.7,3.0,2.1,21.2,20000,16796,72.5,R-404A,15.6,-18,9,76894,9131,Uppal
VH04321,2016,505933,Diesel,32.6,4.4,3.1,19.2,5000,4368,76.6,R-452A,20.6,4,8,59521,6324,Uppal
VH04322,2021,365566,Electric,0.0,5.9,4.1,15.4,20000,14602,90.6,R-452A,13.3,-18,3,104447,4569,Mehdipatnam
VH04323,2020,351225,Diesel,37.9,3.8,2.6,15.7,20000,16270,91.0,R-404A,16.7,-20,4,78050,4390,L B Nagar
VH04324,2017,882684,Electric,0.0,6.2,4.4,15.3,8000,6279,75.4,R-452A,12.0,-20,7,117691,11033,Gachibowli
VH04325,2021,376335,Diesel,35.0,4.1,2.9,22.7,8000,6058,87.4,R-452A,15.8,4,3,107524,4704,Kompally
VH04326,2021,233439,Diesel,32.6,4.4,3.1,15.0,8000,6700,81.4,R-452A,23.6,-20,3,66696,2917,PVNR_Expressway
VH04327,2015,888696,Diesel,49.4,2.9,2.0,21.9,8000,5355,71.6,R-452A,20.8,4,9,93547,11108,HITEC_City_Main_Road
VH04328,2019,617352,Diesel,35.7,4.0,2.8,17.4,12000,8964,88.5,R-404A,24.3,-20,5,112245,7716,L B Nagar
VH04329,2020,515629,Diesel,41.1,3.5,2.4,22.1,12000,9329,92.6,R-404A,13.0,-20,4,114584,6445,Uppal
VH04330,2016,649282,Diesel,36.7,3.9,2.7,17.6,20000,12252,78.1,R-452A,18.2,4,8,76386,8116,Kompally
VH04331,2022,243170,Hybrid,24.3,5.9,4.1,17.6,20000,15716,92.7,R-404A,12.6,-18,2,97268,3039,Mehdipatnam
VH04332,2021,349502,Diesel,40.8,3.5,2.5,18.0,5000,3219,84.2,R-452A,24.6,4,3,99857,4368,Gachibowli
VH04333,2021,374887,Diesel,40.2,3.6,2.5,18.9,12000,7880,88.3,R-404A,14.2,2,3,107110,4686,L B Nagar
VH04334,2020,239505,Hybrid,30.1,4.7,3.3,12.2,8000,6829,87.6,R-404A,21.3,-20,4,53223,2993,Gachibowli
VH04335,2019,653950,Diesel,34.9,4.1,2.9,16.9,20000,13076,89.5,R-452A,16.1,4,5,118900,8174,Uppal
VH04336,2024,28300,Diesel,27.5,5.2,3.6,24.2,5000,3088,96.8,R-452A,11.7,2,0,56600,353,Mehdipatnam
VH04337,2022,284518,Diesel,30.0,4.8,3.3,21.9,5000,3118,88.5,R-404A,16.3,-18,2,113807,3556,Gachibowli
VH04338,2018,613826,Diesel,37.3,3.8,2.7,22.9,8000,6685,79.4,R-404A,18.8,-18,6,94434,7672,HITEC_City_Main_Road
VH04339,2020,406779,Diesel,33.3,4.3,3.0,23.1,20000,14119,92.8,R-404A,21.2,2,4,90395,5084,L B Nagar
VH04340,2023,159384,Diesel,36.1,4.0,2.8,21.6,5000,3455,90.8,R-404A,10.0,4,1,106256,1992,L B Nagar
VH04341,2021,321465,Hybrid,28.2,5.1,3.5,12.8,12000,8668,91.2,R-404A,24.5,2,3,91847,4018,Mehdipatnam
VH04342,2021,235932,Diesel,41.3,3.5,2.4,20.5,8000,7006,81.5,R-452A,18.0,2,3,67409,2949,Mehdipatnam
VH04343,2021,239860,Diesel,33.9,4.2,2.9,23.6,20000,12956,81.6,R-452A,21.8,2,3,68531,2998,Medchal
VH04344,2022,199398,Diesel,27.6,5.2,3.6,18.4,12000,10079,83.6,R-452A,24.4,-18,2,79759,2492,Uppal
VH04345,2015,1012435,Diesel,39.3,3.6,2.5,23.4,20000,12553,78.7,R-404A,21.4,2,9,106572,12655,L B Nagar
VH04346,2016,647925,Diesel,31.2,4.6,3.2,16.4,8000,5112,81.4,R-404A,19.5,-20,8,76226,8099,Kompally
VH04347,2021,272640,Diesel,27.7,5.2,3.6,21.2,20000,17943,85.0,R-452A,10.5,-20,3,77897,3408,Medchal
VH04348,2022,245228,Diesel,34.5,4.1,2.9,20.9,20000,15870,85.2,R-452A,10.8,2,2,98091,3065,Medchal
VH04349,2022,137143,Diesel,41.9,3.4,2.4,17.2,12000,7316,94.4,R-452A,18.4,4,2,54857,1714,Kompally
VH04350,2020,343119,Hybrid,24.5,5.8,4.1,15.3,5000,3612,84.6,R-404A,12.6,2,4,76248,4288,Mehdipatnam
VH04351,2021,199571,Diesel,28.8,5.0,3.5,19.3,8000,5378,85.1,R-404A,16.9,2,3,57020,2494,Mehdipatnam
VH04352,2024,30926,Diesel,39.7,3.6,2.5,23.7,8000,5088,85.4,R-404A,23.6,2,0,61853,386,Medchal
VH04353,2017,537004,Diesel,30.7,4.7,3.3,16.1,5000,4213,76.2,R-404A,15.6,2,7,71600,6712,PVNR_Expressway
VH04354,2022,238620,Diesel,31.0,4.6,3.2,19.0,12000,7336,84.4,R-404A,22.6,-18,2,95448,2982,Gachibowli
VH04355,2024,29542,Diesel,38.6,3.7,2.6,19.5,12000,7880,88.2,R-452A,19.3,-18,0,59085,369,Kompally
VH04356,2015,1024104,Hybrid,25.9,5.5,3.9,17.0,5000,3911,73.7,R-404A,18.3,-20,9,107800,12801,PVNR_Expressway
VH04357,2018,505609,Hybrid,23.6,6.1,4.2,19.2,12000,8674,83.9,R-452A,23.7,-20,6,77786,6320,Kompally
VH04358,2022,275268,Diesel,35.9,4.0,2.8,18.5,20000,12369,89.3,R-404A,17.6,2,2,110107,3440,Kompally
VH04359,2019,382240,Diesel,32.2,4.4,3.1,17.0,20000,17192,79.6,R-452A,22.3,4,5,69498,4778,Medchal
VH04360,2015,1098912,Electric,0.0,5.9,4.2,12.6,20000,14643,72.9,R-404A,16.3,4,9,115675,13736,Uppal
VH04361,2017,865515,Diesel,38.6,3.7,2.6,23.4,8000,7084,87.6,R-452A,16.3,2,7,115402,10818,Gachibowli
VH04362,2022,145145,Diesel,35.4,4.0,2.8,24.6,12000,8985,85.2,R-452A,21.7,-18,2,58058,1814,Medchal
VH04363,2020,233145,Hybrid,25.3,5.7,4.0,18.7,20000,17603,89.1,R-452A,24.6,-20,4,51810,2914,Mehdipatnam
VH04364,2024,58400,Diesel,33.7,4.2,3.0,24.0,20000,16074,88.4,R-452A,23.9,4,0,116800,730,HITEC_City_Main_Road
VH04365,2019,541198,Hybrid,25.1,5.7,4.0,15.6,12000,9180,82.0,R-452A,16.3,-20,5,98399,6764,Uppal
VH04366,2022,191085,Diesel,30.9,4.6,3.2,20.0,20000,12523,86.2,R-404A,22.0,2,2,76434,2388,Kompally
VH04367,2015,516815,Diesel,46.1,3.1,2.2,19.3,5000,3217,80.3,R-404A,22.7,4,9,54401,6460,L B Nagar
