route,time_start,time_end,range_km,freeFlowSpeed,currentSpeed,freeFlowTravelTime,currentTravelTime,traffic_index,day_of_the_week,season,most_probable_vehicle_type,pollution_index,date,is_peak,distribution_cost,customer_satisfaction,quality_score,time_deviation,vehicle_id
HITEC_City_Main_Road,05:00:00,06:00:00,8.5,63,60,8,8,10,Thursday,Winter,4W,0.2,2025-01-23,0,77.31,5.0,89.2,-2.2,VH17802
Kompally,06:00:00,07:00:00,6.0,80,79,4,4,10,Thursday,Winter,2W,0.2,2025-01-23,0,239.69,5.0,86.7,-1.3,VH20653
Gachibowli,06:00:00,07:00:00,7.5,66,62,6,7,10,Thursday,Winter,2W,0.2,2025-01-23,0,356.28,5.0,70.1,-1.6,VH24663
Uppal,06:00:00,07:00:00,15.0,49,45,18,19,10,Thursday,Winter,2W,0.2,2025-01-23,0,404.52,5.0,95.9,-4.3,VH39001
Mehdipatnam,06:00:00,07:00:00,5.0,48,46,6,6,10,Thursday,Winter,2W,0.2,2025-01-23,0,249.14,5.0,81.0,-1.7,VH36105
Medchal,06:00:00,07:00:00,12.0,92,90,7,7,10,Thursday,Winter,4W,0.2,2025-01-23,0,97.23,5.0,82.9,-2.2,VH10031
L B Nagar,06:00:00,07:00:00,8.0,56,52,8,9,10,Thursday,Winter,4W,0.2,2025-01-23,0,284.54,5.0,89.7,-2.0,VH11846
PVNR_Expressway,06:00:00,07:00:00,11.6,93,91,7,7,10,Thursday,Winter,4W,0.2,2025-01-23,0,458.98,5.0,97.5,-2.2,VH06575
HITEC_City_Main_Road,06:00:00,07:00:00,8.5,60,59,8,8,10,Thursday,Winter,2W,0.2,2025-01-23,0,297.51,5.0,88.1,-2.5,VH31279
Kompally,07:00:00,08:00:00,6.0,80,79,4,4,10,Thursday,Winter,4W,0.2,2025-01-23,0,257.96,5.0,97.5,-1.3,VH38294
Gachibowli,07:00:00,08:00:00,7.5,63,62,7,7,10,Thursday,Winter,2W,0.2,2025-01-23,0,71.66,5.0,97.5,-2.1,VH00121
Uppal,07:00:00,08:00:00,15.0,50,46,18,19,10,Thursday,Winter,2W,0.2,2025-01-23,0,531.07,5.0,88.2,-4.1,VH22007
Mehdipatnam,07:00:00,08:00:00,5.0,54,49,5,6,10,Thursday,Winter,3W,0.2,2025-01-23,0,254.27,5.0,81.3,-1.2,VH01732
Medchal,07:00:00,08:00:00,12.0,89,85,8,8,10,Thursday,Winter,2W,0.2,2025-01-23,0,463.75,5.0,87.4,-2.0,VH11389
L B Nagar,07:00:00,08:00:00,8.0,45,41,10,11,10,Thursday,Winter,HCV,0.2,2025-01-23,0,312.19,5.0,92.7,-2.3,VH03784
PVNR_Expressway,07:00:00,08:00:00,11.6,90,85,7,8,10,Thursday,Winter,4W,0.2,2025-01-23,0,428.67,5.0,83.2,-1.9,VH07450
HITEC_City_Main_Road,07:00:00,08:00:00,8.5,60,57,8,8,10,Thursday,Winter,2W,0.2,2025-01-23,0,361.98,5.0,87.1,-2.1,VH39055
Kompally,08:00:00,09:00:00,6.0,81,56,4,6,30,Thursday,Winter,2W,0.406,2025-01-23,1,328.95,5.0,72.7,0.6,VH29712
Gachibowli,08:00:00,09:00:00,7.5,57,44,7,10,21,Thursday,Winter,2W,0.318,2025-01-23,1,390.97,5.0,66.7,-0.2,VH10676
Uppal,08:00:00,09:00:00,15.0,55,24,16,36,54,Thursday,Winter,4W,0.646,2025-01-23,1,715.57,5.0,83.9,14.8,VH15112
Mehdipatnam,08:00:00,09:00:00,5.0,54,22,5,13,59,Thursday,Winter,HCV,0.692,2025-01-23,1,378.1,5.0,73.1,6.4,VH39699
Medchal,08:00:00,09:00:00,12.0,82,66,8,10,19,Thursday,Winter,HCV,0.292,2025-01-23,1,449.38,5.0,95.2,-0.5,VH32159
L B Nagar,08:00:00,09:00:00,8.0,52,28,9,16,45,Thursday,Winter,2W,0.553,2025-01-23,1,526.49,5.0,61.4,4.9,VH34642
PVNR_Expressway,08:00:00,09:00:00,11.6,87,60,8,11,30,Thursday,Winter,4W,0.408,2025-01-23,1,519.41,5.0,69.4,1.2,VH29852
HITEC_City_Main_Road,08:00:00,09:00:00,8.5,61,29,8,17,52,Thursday,Winter,4W,0.623,2025-01-23,1,428.05,5.0,86.9,6.7,VH25726
Kompally,09:00:00,10:00:00,6.0,83,59,4,6,28,Thursday,Winter,2W,0.386,2025-01-23,1,249.68,5.0,91.3,0.4,VH27509
Gachibowli,09:00:00,10:00:00,7.5,66,30,6,14,53,Thursday,Winter,4W,0.633,2025-01-23,1,441.58,5.0,61.8,5.7,VH12990
Uppal,09:00:00,10:00:00,15.0,47,20,19,44,56,Thursday,Winter,2W,0.668,2025-01-23,1,840.0,5.0,70.3,19.4,VH26789
Mehdipatnam,09:00:00,10:00:00,5.0,45,38,6,7,14,Thursday,Winter,4W,0.243,2025-01-23,1,245.63,5.0,96.4,-0.9,VH37570
Medchal,09:00:00,10:00:00,12.0,83,57,8,12,30,Thursday,Winter,4W,0.407,2025-01-23,1,489.32,5.0,83.9,1.2,VH30628
L B Nagar,09:00:00,10:00:00,8.0,48,37,10,12,21,Thursday,Winter,2W,0.313,2025-01-23,1,372.9,5.0,78.5,-0.3,VH33282
PVNR_Expressway,09:00:00,10:00:00,11.6,80,66,8,10,16,Thursday,Winter,HCV,0.269,2025-01-23,1,387.69,5.0,90.7,-0.8,VH19080
HITEC_City_Main_Road,09:00:00,10:00:00,8.5,56,26,9,19,53,Thursday,Winter,4W,0.631,2025-01-23,1,210.47,5.0,74.9,7.6,VH20378
Kompally,10:00:00,11:00:00,6.0,94,73,3,4,21,Thursday,Winter,HCV,0.316,2025-01-23,1,285.8,5.0,73.3,-0.1,VH16301
Gachibowli,10:00:00,11:00:00,7.5,56,42,8,10,24,Thursday,Winter,2W,0.342,2025-01-23,1,280.85,5.0,87.7,0.2,VH06071
Uppal,10:00:00,11:00:00,15.0,50,25,18,35,49,Thursday,Winter,3W,0.6,2025-01-23,1,762.06,5.0,85.1,12.6,VH37226
Mehdipatnam,10:00:00,11:00:00,5.0,58,32,5,9,43,Thursday,Winter,4W,0.538,2025-01-23,1,356.67,5.0,67.1,2.5,VH11340
Medchal,10:00:00,11:00:00,12.0,93,72,7,9,21,Thursday,Winter,4W,0.319,2025-01-23,1,612.13,5.0,60.2,-0.1,VH31894
L B Nagar,10:00:00,11:00:00,8.0,59,29,8,16,50,Thursday,Winter,4W,0.606,2025-01-23,1,456.2,5.0,77.2,5.9,VH35211
PVNR_Expressway,10:00:00,11:00:00,11.6,87,51,8,13,40,Thursday,Winter,4W,0.503,2025-01-23,1,459.72,5.0,66.4,3.0,VH28273
HITEC_City_Main_Road,10:00:00,11:00:00,8.5,57,38,8,13,31,Thursday,Winter,4W,0.417,2025-01-23,1,365.42,5.0,74.8,1.5,VH09644
Kompally,11:00:00,12:00:00,6.0,93,66,3,5,28,Thursday,Winter,4W,0.387,2025-01-23,1,273.27,5.0,86.7,0.4,VH36672
Gachibowli,11:00:00,12:00:00,7.5,66,33,6,13,49,Thursday,Winter,4W,0.599,2025-01-23,1,352.72,5.0,85.9,4.7,VH18648
Uppal,11:00:00,12:00:00,15.0,51,20,17,43,59,Thursday,Winter,HCV,0.694,2025-01-23,1,776.04,5.0,71.8,20.6,VH17652
Mehdipatnam,11:00:00,12:00:00,5.0,53,32,5,9,37,Thursday,Winter,4W,0.478,2025-01-23,1,234.56,5.0,81.7,1.7,VH08779
Medchal,11:00:00,12:00:00,12.0,91,58,7,12,35,Thursday,Winter,4W,0.46,2025-01-23,1,452.99,5.0,75.9,2.1,VH13186
L B Nagar,11:00:00,12:00:00,8.0,47,21,10,21,53,Thursday,Winter,2W,0.635,2025-01-23,1,642.88,5.0,53.9,8.7,VH01089
PVNR_Expressway,11:00:00,12:00:00,11.6,94,50,7,13,45,Thursday,Winter,4W,0.559,2025-01-23,1,397.22,5.0,75.2,4.1,VH22436
HITEC_City_Main_Road,11:00:00,12:00:00,8.5,65,37,7,13,41,Thursday,Winter,2W,0.517,2025-01-23,1,451.34,5.0,65.0,3.2,VH16998
Kompally,12:00:00,13:00:00,6.0,92,51,3,6,43,Thursday,Winter,HCV,0.538,2025-01-23,0,312.34,5.0,73.4,1.9,VH39201
Gachibowli,12:00:00,13:00:00,7.5,61,61,7,7,10,Thursday,Winter,2W,0.2,2025-01-23,0,322.65,5.0,83.1,-2.2,VH01636
Uppal,12:00:00,13:00:00,15.0,57,54,15,16,10,Thursday,Winter,4W,0.2,2025-01-23,0,581.21,5.0,90.9,-4.0,VH14102
Mehdipatnam,12:00:00,13:00:00,5.0,56,56,5,5,10,Thursday,Winter,HCV,0.2,2025-01-23,0,273.94,5.0,76.1,-1.6,VH02567
Medchal,12:00:00,13:00:00,12.0,87,56,8,12,34,Thursday,Winter,HCV,0.445,2025-01-23,0,460.53,5.0,83.7,1.9,VH29488
L B Nagar,12:00:00,13:00:00,8.0,58,58,8,8,10,Thursday,Winter,2W,0.2,2025-01-23,0,409.93,5.0,78.6,-2.5,VH17887
PVNR_Expressway,12:00:00,13:00:00,11.6,83,45,8,15,45,Thursday,Winter,2W,0.55,2025-01-23,0,539.62,5.0,69.4,4.4,VH24130
HITEC_City_Main_Road,12:00:00,13:00:00,8.5,58,58,8,8,10,Thursday,Winter,2W,0.2,2025-01-23,0,371.24,5.0,97.5,-2.6,VH16444
Kompally,13:00:00,14:00:00,6.0,88,69,4,5,21,Thursday,Winter,HCV,0.313,2025-01-23,0,282.01,5.0,85.7,-0.1,VH07039
Gachibowli,13:00:00,14:00:00,7.5,57,57,7,7,10,Thursday,Winter,2W,0.2,2025-01-23,0,364.58,5.0,84.3,-2.4,VH10591
Uppal,13:00:00,14:00:00,15.0,53,46,16,19,11,Thursday,Winter,2W,0.213,2025-01-23,0,105.22,5.0,92.4,-2.9,VH22767
Mehdipatnam,13:00:00,14:00:00,5.0,49,49,6,6,10,Thursday,Winter,2W,0.2,2025-01-23,0,111.33,5.0,77.2,-1.8,VH39444
Medchal,13:00:00,14:00:00,12.0,80,73,9,9,10,Thursday,Winter,HCV,0.2,2025-01-23,0,465.28,5.0,72.4,-2.0,VH16866
L B Nagar,13:00:00,14:00:00,8.0,50,50,9,9,10,Thursday,Winter,2W,0.2,2025-01-23,0,451.88,5.0,74.9,-2.9,VH22816
PVNR_Expressway,13:00:00,14:00:00,11.6,86,59,8,11,31,Thursday,Winter,4W,0.413,2025-01-23,0,362.29,5.0,88.3,1.3,VH18477
HITEC_City_Main_Road,13:00:00,14:00:00,8.5,58,47,8,10,18,Thursday,Winter,2W,0.286,2025-01-23,0,395.57,5.0,87.7,-0.6,VH28931
Kompally,14:00:00,15:00:00,6.0,85,50,4,7,40,Thursday,Winter,HCV,0.509,2025-01-23,0,280.58,5.0,89.8,1.7,VH29509
Gachibowli,14:00:00,15:00:00,7.5,64,64,7,7,10,Thursday,Winter,4W,0.2,2025-01-23,0,306.1,5.0,88.8,-2.1,VH32684
Uppal,14:00:00,15:00:00,15.0,53,53,16,16,10,Thursday,Winter,2W,0.2,2025-01-23,0,666.08,5.0,72.6,-5.1,VH15944
Mehdipatnam,14:00:00,15:00:00,5.0,49,49,6,6,10,Thursday,Winter,2W,0.2,2025-01-23,0,264.83,5.0,81.1,-1.8,VH10144
Medchal,14:00:00,15:00:00,12.0,86,52,8,13,39,Thursday,Winter,2W,0.492,2025-01-23,0,547.66,5.0,74.2,2.9,VH25392
L B Nagar,14:00:00,15:00:00,8.0,51,51,9,9,10,Thursday,Winter,2W,0.2,2025-01-23,0,304.56,5.0,85.2,-2.8,VH26045
PVNR_Expressway,14:00:00,15:00:00,11.6,83,62,8,11,24,Thursday,Winter,HCV,0.347,2025-01-23,0,518.08,5.0,81.1,0.2,VH22173
HITEC_City_Main_Road,14:00:00,15:00:00,8.5,57,45,8,11,19,Thursday,Winter,2W,0.299,2025-01-23,0,438.22,5.0,82.0,-0.5,VH15141
Kompally,15:00:00,16:00:00,6.0,92,64,3,5,29,Thursday,Winter,4W,0.397,2025-01-23,0,94.42,5.0,86.6,0.5,VH20221
Gachibowli,15:00:00,16:00:00,7.5,67,67,6,6,10,Thursday,Winter,4W,0.2,2025-01-23,0,93.41,5.0,83.1,-2.0,VH22418
Uppal,15:00:00,16:00:00,15.0,58,50,15,17,12,Thursday,Winter,3W,0.23,2025-01-23,0,464.82,5.0,75.3,-2.3,VH08371
Mehdipatnam,15:00:00,16:00:00,5.0,46,46,6,6,10,Thursday,Winter,HCV,0.2,2025-01-23,0,249.29,5.0,81.0,-2.0,VH36105
Medchal,15:00:00,16:00:00,12.0,80,56,9,12,29,Thursday,Winter,2W,0.394,2025-01-23,0,622.06,5.0,69.7,1.0,VH17007
L B Nagar,15:00:00,16:00:00,8.0,48,48,10,10,10,Thursday,Winter,2W,0.2,2025-01-23,0,249.09,5.0,94.1,-3.0,VH38754
PVNR_Expressway,15:00:00,16:00:00,11.6,84,67,8,10,19,Thursday,Winter,2W,0.3,2025-01-23,0,553.85,5.0,61.3,-0.4,VH22815
HITEC_City_Main_Road,15:00:00,16:00:00,8.5,57,57,8,8,10,Thursday,Winter,4W,0.2,2025-01-23,0,349.16,5.0,81.6,-2.7,VH29107
Kompally,16:00:00,17:00:00,6.0,91,63,3,5,30,Thursday,Winter,2W,0.403,2025-01-23,0,283.65,5.0,88.4,0.5,VH28070
Gachibowli,16:00:00,17:00:00,7.5,67,56,6,8,16,Thursday,Winter,2W,0.263,2025-01-23,0,305.91,5.0,89.5,-0.7,VH03176
Uppal,16:00:00,17:00:00,15.0,54,54,16,16,10,Thursday,Winter,2W,0.2,2025-01-23,0,112.44,5.0,85.4,-5.0,VH37072
Mehdipatnam,16:00:00,17:00:00,5.0,58,58,5,5,10,Thursday,Winter,4W,0.2,2025-01-23,0,293.19,5.0,65.4,-1.6,VH05895
Medchal,16:00:00,17:00:00,12.0,94,62,7,11,33,Thursday,Winter,2W,0.435,2025-01-23,0,489.52,5.0,72.9,1.6,VH23275
L B Nagar,16:00:00,17:00:00,8.0,57,57,8,8,10,Thursday,Winter,4W,0.2,2025-01-23,0,279.72,5.0,89.7,-2.5,VH03734
PVNR_Expressway,16:00:00,17:00:00,11.6,87,48,8,14,43,Thursday,Winter,4W,0.537,2025-01-23,0,606.95,5.0,68.7,3.8,VH21735
HITEC_City_Main_Road,16:00:00,17:00:00,8.5,62,62,8,8,10,Thursday,Winter,4W,0.2,2025-01-23,0,259.57,5.0,96.8,-2.5,VH04067
Kompally,17:00:00,18:00:00,6.0,85,71,4,5,16,Thursday,Winter,2W,0.262,2025-01-23,1,233.01,5.0,88.1,-0.4,VH38284
Gachibowli,17:00:00,18:00:00,7.5,58,27,7,16,52,Thursday,Winter,4W,0.625,2025-01-23,1,391.77,5.0,75.5,6.2,VH29229
Uppal,17:00:00,18:00:00,15.0,55,22,16,40,59,Thursday,Winter,4W,0.696,2025-01-23,1,845.77,5.0,63.1,19.2,VH28860
Mehdipatnam,17:00:00,18:00:00,5.0,53,28,5,10,45,Thursday,Winter,2W,0.559,2025-01-23,1,309.68,5.0,81.9,3.1,VH29651
Medchal,17:00:00,18:00:00,12.0,90,74,8,9,17,Thursday,Winter,4W,0.27,2025-01-23,1,379.68,5.0,88.7,-0.8,VH04125
L B Nagar,17:00:00,18:00:00,8.0,53,37,9,12,29,Thursday,Winter,3W,0.394,2025-01-23,1,381.89,5.0,86.8,1.1,VH14144
PVNR_Expressway,17:00:00,18:00:00,11.6,81,66,8,10,17,Thursday,Winter,HCV,0.28,2025-01-23,1,435.58,5.0,74.7,-0.7,VH21349
HITEC_City_Main_Road,17:00:00,18:00:00,8.5,69,43,7,11,37,Thursday,Winter,4W,0.473,2025-01-23,1,531.67,5.0,62.6,2.2,VH19291
Kompally,18:00:00,19:00:00,6.0,87,70,4,5,18,Thursday,Winter,2W,0.287,2025-01-23,1,308.04,5.0,89.6,-0.3,VH22551
Gachibowli,18:00:00,19:00:00,7.5,59,39,7,11,33,Thursday,Winter,4W,0.432,2025-01-23,1,266.55,5.0,88.4,1.5,VH21670
Uppal,18:00:00,19:00:00,15.0,50,27,18,32,44,Thursday,Winter,4W,0.543,2025-01-23,1,790.56,5.0,64.3,8.9,VH03010
Mehdipatnam,18:00:00,19:00:00,5.0,53,39,5,7,25,Thursday,Winter,3W,0.353,2025-01-23,1,264.42,5.0,71.0,0.2,VH39318
Medchal,18:00:00,19:00:00,12.0,93,68,7,10,26,Thursday,Winter,4W,0.361,2025-01-23,1,438.22,5.0,80.9,0.4,VH18875
L B Nagar,18:00:00,19:00:00,8.0,56,23,8,20,58,Thursday,Winter,4W,0.68,2025-01-23,1,401.29,5.0,85.5,9.3,VH27062
PVNR_Expressway,18:00:00,19:00:00,11.6,91,50,7,13,45,Thursday,Winter,HCV,0.55,2025-01-23,1,533.72,5.0,70.7,4.0,VH35368
HITEC_City_Main_Road,18:00:00,19:00:00,8.5,64,30,7,16,53,Thursday,Winter,4W,0.631,2025-01-23,1,444.35,5.0,78.5,6.6,VH06496
Kompally,19:00:00,20:00:00,6.0,80,66,4,5,17,Thursday,Winter,4W,0.273,2025-01-23,1,294.42,5.0,78.7,-0.4,VH25680
Gachibowli,19:00:00,20:00:00,7.5,60,33,7,13,44,Thursday,Winter,4W,0.545,2025-01-23,1,438.16,5.0,76.3,3.8,VH36888
Uppal,19:00:00,20:00:00,15.0,55,28,16,31,48,Thursday,Winter,4W,0.587,2025-01-23,1,595.87,5.0,70.6,10.6,VH29714
Mehdipatnam,19:00:00,20:00:00,5.0,49,36,6,8,25,Thursday,Winter,4W,0.354,2025-01-23,1,271.7,5.0,93.7,0.2,VH08264
Medchal,19:00:00,20:00:00,12.0,84,61,8,11,27,Thursday,Winter,4W,0.371,2025-01-23,1,546.81,5.0,81.5,0.6,VH14284
L B Nagar,19:00:00,20:00:00,8.0,56,34,8,13,38,Thursday,Winter,4W,0.485,2025-01-23,1,435.19,5.0,82.9,2.8,VH23091
PVNR_Expressway,19:00:00,20:00:00,11.6,87,51,8,13,40,Thursday,Winter,HCV,0.503,2025-01-23,1,482.65,5.0,84.1,3.0,VH18625
HITEC_City_Main_Road,19:00:00,20:00:00,8.5,67,35,7,14,47,Thursday,Winter,2W,0.572,2025-01-23,1,437.84,5.0,69.2,4.5,VH24554
Kompally,20:00:00,21:00:00,6.0,94,57,3,6,38,Thursday,Winter,HCV,0.489,2025-01-23,1,366.35,5.0,71.5,1.3,VH04171
Gachibowli,20:00:00,21:00:00,7.5,69,40,6,11,41,Thursday,Winter,4W,0.515,2025-01-23,1,134.88,5.0,85.9,2.7,VH31291
Uppal,20:00:00,21:00:00,15.0,50,37,18,24,25,Thursday,Winter,4W,0.36,2025-01-23,1,671.1,5.0,93.5,0.9,VH37723
Mehdipatnam,20:00:00,21:00:00,5.0,58,25,5,11,55,Thursday,Winter,2W,0.659,2025-01-23,1,290.22,5.0,86.0,5.0,VH20983
Medchal,20:00:00,21:00:00,12.0,83,56,8,12,31,Thursday,Winter,4W,0.418,2025-01-23,1,574.95,5.0,68.2,1.4,VH20157
L B Nagar,20:00:00,21:00:00,8.0,48,33,10,14,29,Thursday,Winter,4W,0.392,2025-01-23,1,397.56,5.0,60.6,1.1,VH24776
PVNR_Expressway,20:00:00,21:00:00,11.6,83,50,8,13,38,Thursday,Winter,2W,0.489,2025-01-23,1,382.3,5.0,81.3,2.8,VH18247
HITEC_City_Main_Road,20:00:00,21:00:00,8.5,63,40,8,12,35,Thursday,Winter,2W,0.456,2025-01-23,1,411.27,5.0,91.1,2.0,VH16042
Kompally,21:00:00,22:00:00,6.0,87,60,4,5,30,Thursday,Winter,2W,0.403,2025-01-23,1,253.71,5.0,91.2,0.6,VH33281
Gachibowli,21:00:00,22:00:00,7.5,62,35,7,12,42,Thursday,Winter,2W,0.526,2025-01-23,1,425.4,5.0,78.7,3.2,VH32731
Uppal,21:00:00,22:00:00,15.0,52,28,17,31,44,Thursday,Winter,3W,0.543,2025-01-23,1,253.85,5.0,71.2,8.6,VH20025
Mehdipatnam,21:00:00,22:00:00,5.0,57,25,5,11,56,Thursday,Winter,4W,0.661,2025-01-23,1,276.8,5.0,81.9,5.2,VH25074
Medchal,21:00:00,22:00:00,12.0,84,60,8,11,28,Thursday,Winter,HCV,0.381,2025-01-23,1,478.4,5.0,64.6,0.8,VH32483
L B Nagar,21:00:00,22:00:00,8.0,58,34,8,13,40,Thursday,Winter,3W,0.505,2025-01-23,1,436.53,5.0,60.8,3.2,VH07986
PVNR_Expressway,21:00:00,22:00:00,11.6,93,73,7,9,21,Thursday,Winter,HCV,0.313,2025-01-23,1,118.49,5.0,79.2,-0.2,VH18241
HITEC_City_Main_Road,21:00:00,22:00:00,8.5,60,28,8,18,52,Thursday,Winter,4W,0.629,2025-01-23,1,464.44,5.0,72.2,7.0,VH26605
Kompally,22:00:00,23:00:00,6.0,91,90,3,3,10,Thursday,Winter,4W,0.2,2025-01-23,0,283.92,5.0,65.4,-1.2,VH06948
Gachibowli,22:00:00,23:00:00,7.5,63,62,7,7,10,Thursday,Winter,4W,0.2,2025-01-23,0,272.22,5.0,91.5,-2.1,VH38012
Uppal,22:00:00,23:00:00,15.0,48,45,18,19,10,Thursday,Winter,4W,0.2,2025-01-23,0,517.0,5.0,82.4,-4.5,VH35751
Mehdipatnam,22:00:00,23:00:00,5.0,49,45,6,6,10,Thursday,Winter,2W,0.2,2025-01-23,0,270.32,5.0,79.6,-1.3,VH19152
Medchal,22:00:00,23:00:00,12.0,80,75,9,9,10,Thursday,Winter,HCV,0.2,2025-01-23,0,311.1,5.0,97.2,-2.2,VH05676
L B Nagar,22:00:00,23:00:00,8.0,57,55,8,8,10,Thursday,Winter,2W,0.2,2025-01-23,0,440.05,5.0,71.1,-2.4,VH22613
PVNR_Expressway,22:00:00,23:00:00,11.6,94,92,7,7,10,Thursday,Winter,HCV,0.2,2025-01-23,0,452.32,5.0,77.9,-2.1,VH30504
HITEC_City_Main_Road,22:00:00,23:00:00,8.5,55,51,9,9,10,Thursday,Winter,4W,0.2,2025-01-23,0,319.92,5.0,81.3,-2.1,VH33794
Kompally,23:00:00,00:00:00,6.0,91,90,3,3,10,Thursday,Winter,HCV,0.2,2025-01-23,0,268.81,5.0,96.3,-1.2,VH30801
Gachibowli,23:00:00,00:00:00,7.5,61,56,7,7,10,Thursday,Winter,3W,0.2,2025-01-23,0,326.85,5.0,93.3,-1.6,VH04156
Uppal,23:00:00,00:00:00,15.0,47,43,19,20,10,Thursday,Winter,2W,0.2,2025-01-23,0,530.26,5.0,85.1,-4.3,VH14074
Mehdipatnam,23:00:00,00:00:00,5.0,48,43,6,6,10,Thursday,Winter,3W,0.2,2025-01-23,0,226.64,5.0,81.9,-1.2,VH29702
Medchal,23:00:00,00:00:00,12.0,84,80,8,8,10,Thursday,Winter,4W,0.2,2025-01-23,0,80.41,5.0,88.8,-2.2,VH03148
L B Nagar,23:00:00,00:00:00,8.0,47,42,10,11,10,Thursday,Winter,3W,0.204,2025-01-23,0,233.13,5.0,93.8,-1.9,VH04037
PVNR_Expressway,23:00:00,00:00:00,11.6,81,76,8,9,10,Thursday,Winter,4W,0.2,2025-01-23,0,524.18,5.0,82.6,-2.0,VH38443
HITEC_City_Main_Road,23:00:00,00:00:00,8.5,59,58,8,8,10,Thursday,Winter,2W,0.2,2025-01-23,0,285.98,5.0,97.5,-2.6,VH17591
Kompally,00:00:00,01:00:00,6.0,82,81,4,4,10,Friday,Winter,4W,0.2,2025-01-24,0,297.3,5.0,83.1,-1.3,VH19073
Gachibowli,00:00:00,01:00:00,7.5,59,58,7,7,10,Friday,Winter,2W,0.2,2025-01-24,0,271.97,5.0,90.3,-2.3,VH30887
Uppal,00:00:00,01:00:00,15.0,48,46,18,19,10,Friday,Winter,3W,0.2,2025-01-24,0,103.7,5.0,91.2,-5.2,VH09761
Mehdipatnam,00:00:00,01:00:00,5.0,55,51,5,5,10,Friday,Winter,2W,0.2,2025-01-24,0,205.58,5.0,90.3,-1.3,VH13638
Medchal,00:00:00,01:00:00,12.0,82,81,8,8,10,Friday,Winter,2W,0.2,2025-01-24,0,398.99,5.0,97.5,-2.6,VH17306
L B Nagar,00:00:00,01:00:00,8.0,57,53,8,9,10,Friday,Winter,3W,0.2,2025-01-24,0,316.37,5.0,80.2,-1.9,VH27658
PVNR_Expressway,00:00:00,01:00:00,11.6,86,81,8,8,10,Friday,Winter,2W,0.2,2025-01-24,0,487.21,5.0,80.7,-2.0,VH11177
HITEC_City_Main_Road,00:00:00,01:00:00,8.5,68,64,7,7,10,Friday,Winter,4W,0.2,2025-01-24,0,328.83,5.0,80.2,-1.8,VH38316
Kompally,01:00:00,02:00:00,6.0,81,77,4,4,10,Friday,Winter,HCV,0.2,2025-01-24,0,217.59,5.0,89.7,-1.1,VH36707
Gachibowli,01:00:00,02:00:00,7.5,69,64,6,6,10,Friday,Winter,4W,0.2,2025-01-24,0,235.13,5.0,93.3,-1.5,VH27761
Uppal,01:00:00,02:00:00,15.0,58,57,15,15,10,Friday,Winter,2W,0.2,2025-01-24,0,734.04,5.0,79.1,-4.6,VH18695
Mehdipatnam,01:00:00,02:00:00,5.0,57,56,5,5,10,Friday,Winter,HCV,0.2,2025-01-24,0,318.47,5.0,72.0,-1.5,VH25123
Medchal,01:00:00,02:00:00,12.0,81,76,8,9,10,Friday,Winter,2W,0.2,2025-01-24,0,518.88,5.0,72.0,-2.1,VH16513
L B Nagar,01:00:00,02:00:00,8.0,48,45,10,10,10,Friday,Winter,3W,0.2,2025-01-24,0,422.36,5.0,63.4,-2.5,VH07688
PVNR_Expressway,01:00:00,02:00:00,11.6,82,79,8,8,10,Friday,Winter,2W,0.2,2025-01-24,0,441.23,5.0,97.5,-2.3,VH20303
HITEC_City_Main_Road,01:00:00,02:00:00,8.5,67,62,7,8,10,Friday,Winter,4W,0.2,2025-01-24,0,335.53,5.0,79.8,-1.7,VH15989
Kompally,02:00:00,03:00:00,6.0,93,91,3,3,10,Friday,Winter,HCV,0.2,2025-01-24,0,68.96,5.0,88.2,-1.1,VH15967
Gachibowli,02:00:00,03:00:00,7.5,62,61,7,7,10,Friday,Winter,2W,0.2,2025-01-24,0,282.63,5.0,83.1,-2.1,VH07209
Uppal,02:00:00,03:00:00,15.0,45,41,20,21,10,Friday,Winter,4W,0.2,2025-01-24,0,596.14,5.0,88.5,-4.2,VH26786
Mehdipatnam,02:00:00,03:00:00,5.0,46,44,6,6,10,Friday,Winter,4W,0.2,2025-01-24,0,93.44,5.0,83.1,-1.8,VH35391
Medchal,02:00:00,03:00:00,12.0,90,86,8,8,10,Friday,Winter,HCV,0.2,2025-01-24,0,465.75,5.0,97.5,-2.0,VH02312
L B Nagar,02:00:00,03:00:00,8.0,59,55,8,8,10,Friday,Winter,2W,0.2,2025-01-24,0,231.42,5.0,88.6,-1.9,VH00981
PVNR_Expressway,02:00:00,03:00:00,11.6,87,83,8,8,10,Friday,Winter,2W,0.2,2025-01-24,0,410.91,5.0,90.3,-2.1,VH14793
HITEC_City_Main_Road,02:00:00,03:00:00,8.5,63,59,8,8,10,Friday,Winter,4W,0.2,2025-01-24,0,506.76,5.0,72.3,-2.0,VH38837
Kompally,03:00:00,04:00:00,6.0,90,88,4,4,10,Friday,Winter,HCV,0.2,2025-01-24,0,375.69,5.0,66.4,-1.1,VH12042
Gachibowli,03:00:00,04:00:00,7.5,64,63,7,7,10,Friday,Winter,4W,0.2,2025-01-24,0,347.83,5.0,71.1,-2.0,VH36984
Uppal,03:00:00,04:00:00,15.0,57,52,15,17,10,Friday,Winter,4W,0.2,2025-01-24,0,406.41,5.0,83.7,-3.5,VH17132
